From.Grade,To.Grade,Is.Non.Annual.,Days,Departure.Date,Deposit.Date,Tuition,FRP.Active,FRP.Cancelled,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,EZ.Pay.Take.Up.Rate,School.Sponsor,FPP,NumberOfMeetingswithParents,SingleGradeTripFlag,Retained.in.2012.,Ability_to_Pay,Travel.Type_B,Travel.Type_N,Travel.Type_T,School.Type_Catholic,School.Type_PUBLIC,School.Type_Private non-Christian,SPR.New.Existing_NEW,SchoolSizeIndicator_M-L,SchoolSizeIndicator_S,SchoolSizeIndicator_S-M,SchoolSizeIndicator_missing,Region_New_Mountain,Region_New_North East,Region_New_Northen California,Region_New_Pacific,Region_New_South Atlantic,Region_New_South Central,Region_New_Southern California,Region_New_Texas,Region_New_West North Central,DepartureSeason_Winter
4.0,4.0,0.0,2.0,40688.0,40512.0,589.0,13.0,3.0,7.0,1.0,40337.0,0.0,0.0,6.0,0.391,1.0,23.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,4.0,0.0,2.0,40688.0,40529.0,575.0,2.0,0.0,3.0,1.0,40444.0,0.0,0.0,7.0,0.107,1.0,28.0,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,3.0,40688.0,40473.0,1425.0,7.0,0.0,1.0,1.0,40242.0,0.0,6.0,8.0,0.125,0.0,8.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,0.0,3.0,40688.0,40481.0,1274.0,8.0,2.0,2.0,3.0,40239.0,1.0,-1.0,8.0,0.182,0.0,22.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,0.0,3.0,40688.0,40557.0,998.0,20.0,1.0,3.0,7.0,40501.0,1.0,-1.0,8.0,0.177,0.0,34.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,5.0,0.0,5.0,40688.0,40574.0,2520.0,13.0,3.0,5.0,2.0,40333.0,0.0,0.0,8.0,0.053,0.0,19.0,0.0,1.0,0.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40688.0,40466.0,1750.0,54.0,4.0,7.0,7.0,40220.0,1.0,6.0,8.0,0.526,0.0,95.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,0.0,5.0,40688.0,40497.0,763.0,35.0,5.0,8.0,3.0,40312.0,1.0,6.0,8.0,0.151,1.0,53.0,1.0,1.0,1.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,3.0,40688.0,40522.0,475.0,23.0,2.0,7.0,10.0,40468.0,1.0,6.0,8.0,0.2,0.0,75.0,1.0,1.0,0.0,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7.0,9.0,1.0,5.0,40688.0,40483.0,896.0,15.0,0.0,5.0,2.0,40240.0,1.0,5.0,8.0,0.28,0.0,25.0,2.0,0.0,0.0,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.0,8.0,0.0,3.0,40688.0,40480.0,419.0,21.0,8.0,8.0,3.0,40291.0,1.0,5.0,8.0,0.049,0.0,41.0,2.0,0.0,1.0,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40688.0,40459.0,1318.0,0.0,0.0,10.0,9.0,40284.0,1.0,6.0,8.0,0.0,0.0,83.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0,12.0,0.0,5.0,40688.0,40466.0,1926.0,0.0,0.0,6.0,2.0,40080.0,1.0,7.0,12.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,0.0,5.0,40688.0,40313.0,1967.0,34.0,6.0,14.0,7.0,40227.0,1.0,7.0,8.0,0.302,0.0,53.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,4.0,0.0,1.0,40689.0,40466.0,396.0,0.0,0.0,1.0,2.0,40282.0,1.0,-1.0,8.0,0.0,1.0,34.0,1.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.0,4.0,0.0,1.0,40689.0,40466.0,384.0,19.0,1.0,3.0,2.0,40319.0,0.0,-1.0,6.0,0.2,1.0,40.0,0.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.0,4.0,0.0,2.0,40689.0,40466.0,614.0,14.0,4.0,5.0,1.0,40271.0,1.0,0.0,5.0,0.231,1.0,39.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6.0,7.0,0.0,3.0,40689.0,40529.0,369.0,13.0,1.0,2.0,4.0,40471.0,1.0,6.0,9.0,0.043,0.0,47.0,1.0,0.0,1.0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10.0,11.0,0.0,4.0,40689.0,40483.0,1976.0,1.0,3.0,3.0,1.0,40362.0,1.0,9.0,12.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.0,8.0,0.0,3.0,40689.0,40466.0,1427.0,13.0,6.0,10.0,4.0,40407.0,1.0,6.0,8.0,0.1,0.0,20.0,2.0,1.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40689.0,40483.0,1579.0,11.0,11.0,12.0,3.0,40416.0,0.0,0.0,8.0,0.222,0.0,18.0,0.0,1.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.0,8.0,0.0,5.0,40689.0,40473.0,438.0,37.0,14.0,19.0,4.0,40232.0,1.0,6.0,8.0,0.255,0.0,55.0,2.0,1.0,1.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,5.0,40689.0,40445.0,439.0,62.0,8.0,8.0,6.0,40410.0,1.0,5.0,8.0,0.179,0.0,84.0,1.0,1.0,1.0,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,5.0,40689.0,40483.0,694.0,57.0,7.0,9.0,7.0,40438.0,1.0,6.0,8.0,0.268,0.0,97.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,3.0,40689.0,40483.0,419.0,43.0,8.0,12.0,9.0,40444.0,1.0,6.0,8.0,0.095,0.0,84.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40689.0,40483.0,2093.0,31.0,3.0,4.0,6.0,40211.0,1.0,6.0,8.0,0.475,0.0,40.0,2.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40689.0,40451.0,2087.0,7.0,2.0,2.0,1.0,40374.0,1.0,6.0,8.0,0.16699999999999998,1.0,12.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40689.0,40497.0,825.0,35.0,2.0,8.0,10.0,40445.0,1.0,7.0,8.0,0.22699999999999998,0.0,75.0,1.0,0.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,8.0,40689.0,40483.0,3628.0,13.0,2.0,5.0,3.0,40236.0,1.0,6.0,8.0,0.091,0.0,22.0,1.0,1.0,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40690.0,40452.0,1495.0,9.0,3.0,6.0,1.0,40212.0,1.0,6.0,8.0,0.267,0.0,15.0,2.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40690.0,40480.0,772.0,48.0,6.0,7.0,6.0,40204.0,1.0,6.0,8.0,0.261,0.0,69.0,1.0,1.0,1.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40690.0,40473.0,1617.0,17.0,2.0,3.0,2.0,40256.0,1.0,6.0,8.0,0.41200000000000003,0.0,34.0,2.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8.0,9.0,0.0,4.0,40690.0,40466.0,1440.0,8.0,1.0,2.0,1.0,40212.0,1.0,0.0,5.0,0.214,0.0,14.0,2.0,0.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8.0,8.0,0.0,4.0,40690.0,40459.0,867.0,13.0,0.0,0.0,2.0,40402.0,0.0,-1.0,8.0,0.158,0.0,19.0,0.0,1.0,1.0,2.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10.0,11.0,0.0,4.0,40690.0,40494.0,1499.0,4.0,1.0,2.0,1.0,40436.0,0.0,9.0,12.0,0.25,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,5.0,40690.0,40497.0,769.0,22.0,2.0,5.0,7.0,40227.0,1.0,7.0,8.0,0.152,0.0,33.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40690.0,40466.0,1632.0,4.0,1.0,1.0,1.0,40247.0,0.0,0.0,8.0,0.091,0.0,11.0,0.0,0.0,1.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7.0,9.0,0.0,5.0,40690.0,40501.0,699.0,12.0,0.0,2.0,2.0,40282.0,1.0,7.0,12.0,0.21899999999999997,0.0,32.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,3.0,40691.0,40473.0,1333.0,4.0,1.0,2.0,1.0,40290.0,1.0,7.0,8.0,0.2,0.0,5.0,2.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,3.0,40691.0,40466.0,1433.0,9.0,4.0,5.0,3.0,40220.0,1.0,5.0,6.0,0.281,0.0,32.0,2.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,1.0,3.0,40691.0,40466.0,1244.0,11.0,0.0,0.0,1.0,40204.0,1.0,6.0,8.0,0.25,0.0,16.0,2.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7.0,8.0,0.0,3.0,40691.0,40476.0,1286.0,4.0,1.0,1.0,1.0,40318.0,0.0,6.0,8.0,0.33299999999999996,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,3.0,40691.0,40473.0,999.0,17.0,3.0,4.0,3.0,40340.0,1.0,7.0,8.0,0.138,0.0,29.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,12.0,0.0,3.0,40691.0,40452.0,1924.0,3.0,3.0,3.0,3.0,40233.0,1.0,-1.0,8.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,3.0,40691.0,40501.0,1229.0,7.0,0.0,0.0,1.0,40275.0,1.0,6.0,8.0,0.125,0.0,8.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,3.0,40691.0,40527.0,1286.0,4.0,1.0,3.0,1.0,40227.0,1.0,6.0,8.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,3.0,40691.0,40497.0,917.0,45.0,3.0,2.0,5.0,40409.0,0.0,6.0,8.0,0.25,0.0,68.0,0.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.0,8.0,0.0,3.0,40691.0,40487.0,1289.0,13.0,1.0,7.0,2.0,40414.0,1.0,6.0,8.0,0.368,0.0,19.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.0,8.0,0.0,4.0,40691.0,40490.0,1617.0,12.0,1.0,4.0,2.0,40261.0,1.0,7.0,8.0,0.526,0.0,19.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6.0,8.0,0.0,4.0,40691.0,40466.0,1559.0,32.0,2.0,8.0,5.0,40256.0,1.0,7.0,8.0,0.364,0.0,44.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10.0,12.0,0.0,4.0,40691.0,40558.0,2499.0,7.0,1.0,3.0,1.0,40402.0,1.0,9.0,12.0,0.111,0.0,9.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.0,8.0,0.0,4.0,40691.0,40613.0,1768.0,7.0,0.0,0.0,1.0,40599.0,0.0,-1.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8.0,9.0,0.0,5.0,40691.0,40483.0,1701.0,4.0,5.0,7.0,1.0,40226.0,1.0,7.0,8.0,0.444,0.0,9.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7.0,8.0,0.0,5.0,40691.0,40466.0,1548.0,59.0,8.0,7.0,8.0,40222.0,1.0,7.0,8.0,0.275,0.0,80.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.0,8.0,0.0,5.0,40691.0,40473.0,1959.0,26.0,14.0,13.0,3.0,40418.0,1.0,7.0,8.0,0.20600000000000002,0.0,34.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12.0,12.0,0.0,5.0,40691.0,40613.0,2550.0,0.0,0.0,0.0,1.0,40596.0,1.0,9.0,12.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40691.0,40482.0,1898.0,28.0,13.0,13.0,7.0,40236.0,1.0,7.0,8.0,0.415,0.0,41.0,2.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40691.0,40497.0,1799.0,17.0,12.0,15.0,4.0,40449.0,1.0,0.0,8.0,0.47600000000000003,0.0,21.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,7.0,40691.0,40451.0,2225.0,51.0,2.0,1.0,6.0,40219.0,1.0,0.0,8.0,0.205,0.0,78.0,2.0,1.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,4.0,40692.0,40460.0,1664.0,20.0,3.0,3.0,3.0,40266.0,1.0,5.0,8.0,0.409,0.0,22.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,1.0,4.0,40692.0,40483.0,1618.0,14.0,3.0,4.0,3.0,40282.0,1.0,6.0,8.0,0.33299999999999996,0.0,21.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40692.0,40444.0,1440.0,18.0,2.0,7.0,3.0,40303.0,1.0,8.0,8.0,0.14300000000000002,0.0,21.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7.0,8.0,1.0,4.0,40692.0,40482.0,1561.0,19.0,1.0,8.0,3.0,40261.0,1.0,7.0,8.0,0.22699999999999998,0.0,22.0,2.0,0.0,1.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,8.0,0.0,4.0,40692.0,40476.0,1634.0,8.0,1.0,2.0,1.0,40423.0,1.0,6.0,8.0,0.16699999999999998,0.0,12.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,5.0,40692.0,40470.0,853.0,28.0,4.0,6.0,3.0,40261.0,1.0,6.0,8.0,0.14,0.0,50.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7.0,8.0,0.0,5.0,40692.0,40451.0,1899.0,4.0,1.0,3.0,1.0,40264.0,0.0,9.0,12.0,0.33299999999999996,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8.0,9.0,0.0,5.0,40692.0,40473.0,1983.0,11.0,0.0,0.0,2.0,40220.0,1.0,6.0,8.0,0.15,0.0,20.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6.0,7.0,0.0,5.0,40692.0,40497.0,1999.0,8.0,3.0,5.0,1.0,40345.0,1.0,0.0,8.0,0.33299999999999996,0.0,12.0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40692.0,40466.0,1769.0,27.0,4.0,4.0,3.0,40283.0,1.0,7.0,12.0,0.188,0.0,32.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,5.0,40692.0,40452.0,1589.0,41.0,3.0,5.0,9.0,40267.0,0.0,6.0,8.0,0.248,0.0,105.0,0.0,1.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6.0,8.0,1.0,5.0,40692.0,40134.0,1558.0,6.0,1.0,1.0,2.0,40088.0,1.0,0.0,12.0,0.226,0.0,31.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,0.0,5.0,40692.0,40501.0,1999.0,14.0,0.0,1.0,2.0,40425.0,1.0,-1.0,8.0,0.22699999999999998,0.0,22.0,1.0,1.0,1.0,3.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7.0,8.0,0.0,6.0,40692.0,40452.0,2509.0,32.0,2.0,4.0,6.0,40204.0,1.0,6.0,8.0,0.163,0.0,43.0,1.0,0.0,1.0,3.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7.0,8.0,1.0,5.0,40692.0,40466.0,2426.0,19.0,0.0,0.0,2.0,40207.0,1.0,6.0,8.0,0.13,0.0,23.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9.0,12.0,0.0,5.0,40692.0,40550.0,1849.0,16.0,7.0,14.0,5.0,40408.0,1.0,6.0,8.0,0.031,0.0,32.0,2.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7.0,8.0,0.0,6.0,40692.0,40514.0,2391.0,8.0,1.0,1.0,1.0,40485.0,1.0,-1.0,8.0,0.14300000000000002,0.0,14.0,2.0,0.0,0.0,2.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,0.0,7.0,40692.0,40482.0,2492.0,13.0,6.0,7.0,2.0,40296.0,1.0,6.0,8.0,0.278,0.0,18.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9.0,12.0,0.0,7.0,40692.0,40497.0,2509.0,0.0,2.0,3.0,2.0,40256.0,1.0,6.0,12.0,0.5,0.0,4.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6.0,8.0,0.0,3.0,40693.0,40497.0,1199.0,7.0,0.0,1.0,2.0,40451.0,1.0,5.0,7.0,0.28600000000000003,0.0,14.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,0.0,4.0,40693.0,40473.0,1405.0,27.0,5.0,5.0,2.0,40257.0,1.0,7.0,8.0,0.41200000000000003,0.0,34.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8.0,9.0,1.0,4.0,40693.0,40452.0,1711.0,9.0,4.0,4.0,1.0,40243.0,1.0,6.0,8.0,0.35700000000000004,0.0,14.0,2.0,0.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,5.0,0.0,4.0,40693.0,40466.0,1520.0,17.0,3.0,5.0,1.0,40270.0,1.0,0.0,5.0,0.385,0.0,26.0,2.0,1.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40693.0,40476.0,741.0,25.0,2.0,3.0,5.0,40407.0,0.0,7.0,12.0,0.25,0.0,44.0,0.0,1.0,1.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8.0,9.0,0.0,4.0,40693.0,40470.0,1215.0,46.0,2.0,7.0,6.0,40436.0,1.0,7.0,9.0,0.257,0.0,74.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,0.0,5.0,40693.0,40473.0,1975.0,6.0,2.0,3.0,1.0,40212.0,1.0,6.0,8.0,0.2,0.0,10.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40693.0,40473.0,876.0,29.0,1.0,3.0,3.0,40290.0,1.0,6.0,8.0,0.26,0.0,50.0,1.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40693.0,40452.0,876.0,20.0,1.0,1.0,2.0,40291.0,1.0,6.0,8.0,0.21899999999999997,0.0,32.0,1.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40693.0,40473.0,2215.0,6.0,2.0,0.0,1.0,40291.0,1.0,0.0,8.0,0.5,0.0,8.0,1.0,1.0,0.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8.0,9.0,0.0,5.0,40693.0,40459.0,1940.0,11.0,4.0,5.0,1.0,40430.0,1.0,8.0,9.0,0.25,0.0,12.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7.0,7.0,0.0,5.0,40693.0,40452.0,1610.0,34.0,0.0,0.0,3.0,40351.0,1.0,-1.0,12.0,0.18899999999999997,0.0,53.0,1.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,0.0,4.0,40693.0,40483.0,768.0,31.0,6.0,5.0,3.0,40236.0,0.0,6.0,8.0,0.47600000000000003,0.0,42.0,0.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40693.0,40481.0,1676.0,19.0,5.0,5.0,3.0,40270.0,1.0,6.0,8.0,0.128,0.0,39.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9.0,12.0,0.0,5.0,40693.0,40452.0,1827.0,8.0,2.0,2.0,2.0,40239.0,0.0,-1.0,12.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40693.0,40452.0,1912.0,18.0,6.0,9.0,2.0,40243.0,1.0,6.0,12.0,0.308,0.0,26.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40693.0,40473.0,2290.0,2.0,0.0,0.0,1.0,40291.0,1.0,0.0,8.0,0.5,0.0,4.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40693.0,40480.0,1943.0,33.0,5.0,8.0,3.0,40394.0,1.0,8.0,9.0,0.256,0.0,39.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40693.0,40466.0,2016.0,6.0,1.0,1.0,1.0,40396.0,1.0,0.0,8.0,0.375,0.0,8.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12.0,12.0,0.0,5.0,40693.0,40466.0,2117.0,14.0,2.0,0.0,2.0,40401.0,0.0,9.0,12.0,0.28600000000000003,0.0,21.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8.0,8.0,0.0,4.0,40693.0,40483.0,793.0,28.0,1.0,1.0,3.0,40411.0,0.0,7.0,8.0,0.298,0.0,47.0,0.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11.0,11.0,0.0,5.0,40693.0,40490.0,2049.0,5.0,7.0,8.0,1.0,40424.0,1.0,10.0,12.0,0.375,0.0,8.0,1.0,1.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
